path_img,IMAGE\LABEL,airplane,bare-soil,buildings,cars,chaparral,court,dock,field,grass,mobile-home,pavement,sand,sea,ship,tanks,trees,water
UCMerced_LandUse/Images/agricultural/agricultural64.tif,agricultural64,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
UCMerced_LandUse/Images/agricultural/agricultural65.tif,agricultural65,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural66.tif,agricultural66,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
UCMerced_LandUse/Images/agricultural/agricultural67.tif,agricultural67,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1
UCMerced_LandUse/Images/agricultural/agricultural68.tif,agricultural68,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
UCMerced_LandUse/Images/agricultural/agricultural69.tif,agricultural69,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural70.tif,agricultural70,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
UCMerced_LandUse/Images/agricultural/agricultural71.tif,agricultural71,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
UCMerced_LandUse/Images/agricultural/agricultural72.tif,agricultural72,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0
UCMerced_LandUse/Images/agricultural/agricultural73.tif,agricultural73,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural74.tif,agricultural74,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
UCMerced_LandUse/Images/agricultural/agricultural75.tif,agricultural75,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
UCMerced_LandUse/Images/agricultural/agricultural76.tif,agricultural76,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural77.tif,agricultural77,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural78.tif,agricultural78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural79.tif,agricultural79,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural80.tif,agricultural80,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
UCMerced_LandUse/Images/agricultural/agricultural81.tif,agricultural81,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
UCMerced_LandUse/Images/agricultural/agricultural82.tif,agricultural82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural83.tif,agricultural83,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1
UCMerced_LandUse/Images/agricultural/agricultural84.tif,agricultural84,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0
UCMerced_LandUse/Images/agricultural/agricultural85.tif,agricultural85,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural86.tif,agricultural86,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural87.tif,agricultural87,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1
UCMerced_LandUse/Images/agricultural/agricultural88.tif,agricultural88,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
UCMerced_LandUse/Images/agricultural/agricultural89.tif,agricultural89,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1
UCMerced_LandUse/Images/agricultural/agricultural90.tif,agricultural90,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural91.tif,agricultural91,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
UCMerced_LandUse/Images/agricultural/agricultural92.tif,agricultural92,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural93.tif,agricultural93,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
UCMerced_LandUse/Images/agricultural/agricultural94.tif,agricultural94,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1
UCMerced_LandUse/Images/agricultural/agricultural95.tif,agricultural95,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
UCMerced_LandUse/Images/agricultural/agricultural96.tif,agricultural96,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
UCMerced_LandUse/Images/agricultural/agricultural97.tif,agricultural97,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural98.tif,agricultural98,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/agricultural/agricultural99.tif,agricultural99,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
UCMerced_LandUse/Images/airplane/airplane01.tif,airplane01,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane04.tif,airplane04,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane08.tif,airplane08,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1
UCMerced_LandUse/Images/airplane/airplane12.tif,airplane12,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1
UCMerced_LandUse/Images/airplane/airplane15.tif,airplane15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane17.tif,airplane17,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1
UCMerced_LandUse/Images/airplane/airplane19.tif,airplane19,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
UCMerced_LandUse/Images/airplane/airplane21.tif,airplane21,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
UCMerced_LandUse/Images/airplane/airplane22.tif,airplane22,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1
UCMerced_LandUse/Images/airplane/airplane24.tif,airplane24,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0
UCMerced_LandUse/Images/airplane/airplane25.tif,airplane25,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane26.tif,airplane26,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0
UCMerced_LandUse/Images/airplane/airplane27.tif,airplane27,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane28.tif,airplane28,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane29.tif,airplane29,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane31.tif,airplane31,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
UCMerced_LandUse/Images/airplane/airplane32.tif,airplane32,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane33.tif,airplane33,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane34.tif,airplane34,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane35.tif,airplane35,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane36.tif,airplane36,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane37.tif,airplane37,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0
UCMerced_LandUse/Images/airplane/airplane38.tif,airplane38,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane40.tif,airplane40,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane41.tif,airplane41,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
UCMerced_LandUse/Images/airplane/airplane44.tif,airplane44,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
UCMerced_LandUse/Images/airplane/airplane45.tif,airplane45,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane46.tif,airplane46,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
UCMerced_LandUse/Images/airplane/airplane47.tif,airplane47,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
UCMerced_LandUse/Images/airplane/airplane48.tif,airplane48,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
UCMerced_LandUse/Images/airplane/airplane49.tif,airplane49,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
UCMerced_LandUse/Images/airplane/airplane50.tif,airplane50,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane51.tif,airplane51,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
UCMerced_LandUse/Images/airplane/airplane52.tif,airplane52,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane53.tif,airplane53,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
UCMerced_LandUse/Images/airplane/airplane54.tif,airplane54,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0
UCMerced_LandUse/Images/airplane/airplane55.tif,airplane55,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
UCMerced_LandUse/Images/airplane/airplane56.tif,airplane56,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1
UCMerced_LandUse/Images/airplane/airplane57.tif,airplane57,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0
UCMerced_LandUse/Images/airplane/airplane58.tif,airplane58,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
UCMerced_LandUse/Images/airplane/airplane59.tif,airplane59,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane60.tif,airplane60,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1
UCMerced_LandUse/Images/airplane/airplane61.tif,airplane61,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
UCMerced_LandUse/Images/airplane/airplane62.tif,airplane62,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
UCMerced_LandUse/Images/airplane/airplane63.tif,airplane63,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
UCMerced_LandUse/Images/airplane/airplane64.tif,airplane64,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0
UCMerced_LandUse/Images/airplane/airplane65.tif,airplane65,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane66.tif,airplane66,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane67.tif,airplane67,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane68.tif,airplane68,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane69.tif,airplane69,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
UCMerced_LandUse/Images/airplane/airplane70.tif,airplane70,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
UCMerced_LandUse/Images/airplane/airplane71.tif,airplane71,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane72.tif,airplane72,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
UCMerced_LandUse/Images/airplane/airplane73.tif,airplane73,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane74.tif,airplane74,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
UCMerced_LandUse/Images/airplane/airplane75.tif,airplane75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane76.tif,airplane76,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane77.tif,airplane77,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1
UCMerced_LandUse/Images/airplane/airplane78.tif,airplane78,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
UCMerced_LandUse/Images/airplane/airplane79.tif,airplane79,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane80.tif,airplane80,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane81.tif,airplane81,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
UCMerced_LandUse/Images/airplane/airplane82.tif,airplane82,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane83.tif,airplane83,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane84.tif,airplane84,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1
UCMerced_LandUse/Images/airplane/airplane85.tif,airplane85,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
UCMerced_LandUse/Images/airplane/airplane86.tif,airplane86,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0
UCMerced_LandUse/Images/airplane/airplane87.tif,airplane87,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
UCMerced_LandUse/Images/airplane/airplane88.tif,airplane88,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane89.tif,airplane89,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
UCMerced_LandUse/Images/airplane/airplane90.tif,airplane90,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1
UCMerced_LandUse/Images/airplane/airplane91.tif,airplane91,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
UCMerced_LandUse/Images/airplane/airplane92.tif,airplane92,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0
UCMerced_LandUse/Images/airplane/airplane93.tif,airplane93,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
UCMerced_LandUse/Images/airplane/airplane94.tif,airplane94,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane95.tif,airplane95,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane96.tif,airplane96,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1
UCMerced_LandUse/Images/airplane/airplane97.tif,airplane97,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0
UCMerced_LandUse/Images/airplane/airplane98.tif,airplane98,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1
UCMerced_LandUse/Images/airplane/airplane99.tif,airplane99,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond00.tif,baseballdiamond00,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond01.tif,baseballdiamond01,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond03.tif,baseballdiamond03,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond07.tif,baseballdiamond07,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond11.tif,baseballdiamond11,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond12.tif,baseballdiamond12,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond14.tif,baseballdiamond14,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond15.tif,baseballdiamond15,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond18.tif,baseballdiamond18,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond20.tif,baseballdiamond20,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond21.tif,baseballdiamond21,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond22.tif,baseballdiamond22,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond24.tif,baseballdiamond24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond27.tif,baseballdiamond27,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond31.tif,baseballdiamond31,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond33.tif,baseballdiamond33,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond36.tif,baseballdiamond36,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond38.tif,baseballdiamond38,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond42.tif,baseballdiamond42,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond43.tif,baseballdiamond43,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond45.tif,baseballdiamond45,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond46.tif,baseballdiamond46,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond47.tif,baseballdiamond47,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond49.tif,baseballdiamond49,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond53.tif,baseballdiamond53,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond54.tif,baseballdiamond54,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond56.tif,baseballdiamond56,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond57.tif,baseballdiamond57,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond58.tif,baseballdiamond58,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond59.tif,baseballdiamond59,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond60.tif,baseballdiamond60,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond61.tif,baseballdiamond61,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond63.tif,baseballdiamond63,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond64.tif,baseballdiamond64,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond66.tif,baseballdiamond66,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond67.tif,baseballdiamond67,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond68.tif,baseballdiamond68,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond69.tif,baseballdiamond69,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond70.tif,baseballdiamond70,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond71.tif,baseballdiamond71,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
UCMerced_LandUse/Images/baseballdiamond/baseballdiamond73.tif,baseballdiamond73,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
